,Protein_Names,Protein_Group,Protein_Ids,Genes,First_Protein_Description,Peptides,1135-MRL_12,3057-MLL-LP1_2,3057-MLL-LS1_1,3057-MLL-NUC_3,3057-MRL-LP1_10,3057-MRL-LS1_7,3058-FRL_5,3058-FRU_13,3058-FRU-LP1_9,3058-FRU-LS1_6,3058-MRU_15,3062-MRL_4,3062-MRU_14,3062-MRU-LP1_11,3062-MRU-LS1_8
4048,NPTX1_MOUSE,Q62443,Q62443,Nptx1,Neuronal pentraxin-1,2,0.0,96283.2,141230.0,0.0,92519.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773400.0,0.0
4049,MSPD2-2_MOUSE;MSPD2-3_MOUSE;MSPD2-4_MOUSE;MSPD2_MOUSE,Q9CWP6;Q9CWP6-2;Q9CWP6-3;Q9CWP6-4,Q9CWP6;B1AU74;Q9CWP6-2;Q9CWP6-3;Q9CWP6-4,Mospd2,Motile sperm domain-containing protein 2,1,0.0,95937.4,0.0,0.0,164218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4050,PR40A_MOUSE,Q9R1C7,Q9R1C7;A0A1B0GRU8;Q9R1C7-2,Prpf40a,Pre-mRNA-processing factor 40 homolog A,7,0.0,95912.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211361.0,0.0,271017.0,2168010.0,91075.1
4051,CP2S1_MOUSE,Q9DBX6,Q9DBX6;D3Z7F1,Cyp2s1,Cytochrome P450 2S1,2,0.0,95884.2,0.0,0.0,134052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539250.0,0.0
4052,PLCE_MOUSE,Q9D1E8,Q9D1E8;F8WGD9,Agpat5,1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon,3,0.0,95739.1,0.0,0.0,293092.0,0.0,0.0,0.0,0.0,0.0,137234.0,0.0,0.0,690321.0,103465.0
4053,PDC10_MOUSE,Q8VE70,Q8VE70;E0CY82,Pdcd10,Programmed cell death protein 10,2,0.0,95682.2,571121.0,0.0,194633.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4054,MYH4_MOUSE,Q5SX39,Q5SX39,Myh4,Myosin-4,3,0.0,95242.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164308.0,0.0,0.0,0.0,0.0
4055,CD11B-2_MOUSE;CD11B_MOUSE,P24788;P24788-2,P24788;A2A9P6;P24788-2,Cdk11b,Cyclin-dependent kinase 11B,6,0.0,94945.5,822852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81063.6,0.0,238360.0,0.0,49472.6
4056,COMD8_MOUSE,Q9CZG3,Q9CZG3;A0A0G2JH18,Commd8,COMM domain-containing protein 8,1,0.0,94881.7,0.0,0.0,253801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4057,EPHB3_MOUSE,P54754,P54754;E0CYA3,Ephb3,Ephrin type-B receptor 3,3,0.0,94779.8,0.0,0.0,129962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639747.0,0.0
4058,TFPT-2_MOUSE;TFPT_MOUSE,Q3U1J1;Q3U1J1-2,Q3U1J1;A0A0U1RPD5;Q3U1J1-2,Tfpt,TCF3 fusion partner homolog,2,0.0,94764.1,109875.0,0.0,212244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690123.0,0.0
4059,ARLY_MOUSE,Q91YI0,Q91YI0;E0CY49,Asl,Argininosuccinate lyase,20,0.0,94634.5,5813630.0,0.0,229337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225909.0,1181230.0,191675.0
4060,Q9CQ73_MOUSE,Q9CQ73,Q9CQ73,Pkp2,Plakophilin 2,10,0.0,94617.5,0.0,0.0,0.0,0.0,19136.4,0.0,154733.0,0.0,91998.8,0.0,0.0,3046370.0,0.0
4061,NOCT-2_MOUSE;NOCT_MOUSE,O35710;O35710-2,O35710;O35710-2,Noct,Nocturnin,2,0.0,94316.7,278722.0,0.0,173797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981966.0,0.0
4062,BABA2_MOUSE,Q8K3W0,Q8K3W0;A0A0J9YV56;D3Z7P0;E9Q0U3;E9Q8Q1,Babam2,BRISC and BRCA1-A complex member 2,6,0.0,94006.5,700247.0,0.0,182000.0,0.0,0.0,0.0,108448.0,0.0,0.0,0.0,116131.0,880737.0,0.0
4063,LSMD1_MOUSE,Q9D2U5,Q9D2U5;Q9D2U5-2,Naa38,"N-alpha-acetyltransferase 38, NatC auxiliary subunit",3,0.0,93964.4,569680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142569.0,0.0
4064,ECSIT_MOUSE,Q9QZH6,Q9QZH6;A0A0R4J174,Ecsit,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",1,0.0,93951.1,74256.4,0.0,161429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4065,CP135_MOUSE,Q6P5D4,Q6P5D4,Cep135,Centrosomal protein of 135 kDa,3,0.0,93830.1,0.0,0.0,115384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864976.0,0.0
4066,BTBD9_MOUSE,Q8C726,Q8C726;A0A494B946;A0A494B989;A0A494B9M3;A0A494B9P6;A0A494B9Q1,Btbd9,BTB/POZ domain-containing protein 9,2,0.0,93807.5,137282.0,0.0,89449.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485235.0,0.0
4067,Q9CQM8_MOUSE,Q9CQM8,Q9CQM8,Rpl21,"Isoform of O09167, 60S ribosomal protein L21",1,0.0,93503.4,771571.0,0.0,198629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4068,Q921K2_MOUSE,Q921K2,Q921K2,Parp1,"Isoform of P11103, Poly [ADP-ribose] polymerase",2,0.0,93474.2,273643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223140.0,0.0,0.0
4069,VP26A-2_MOUSE;VP26A_MOUSE,P40336;P40336-2,P40336;P40336-2,Vps26a,Vacuolar protein sorting-associated protein 26A,8,0.0,93316.3,1657460.0,0.0,125217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2543610.0,1531900.0,0.0
4070,F7BE84_MOUSE,F7BE84,F7BE84,Ankrd50,"Isoform of A6H6J9, ANK_REP_REGION domain-containing protein (Fragment)",7,0.0,93139.8,357645.0,0.0,118953.0,0.0,0.0,0.0,23588.5,0.0,43258.6,0.0,124111.0,1247990.0,0.0
4071,CT2NL_MOUSE,Q99LJ0,Q99LJ0,Cttnbp2nl,CTTNBP2 N-terminal-like protein,5,0.0,93074.5,210778.0,0.0,87132.4,0.0,0.0,0.0,68599.8,0.0,0.0,0.0,0.0,2824730.0,0.0
4072,SODM_MOUSE,P09671,P09671;A0A3B2WBF0,Sod2,"Superoxide dismutase [Mn], mitochondrial",3,0.0,92997.8,699390.0,0.0,100485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37307.4,0.0,0.0
4073,ZNT1_MOUSE,Q60738,Q60738,Slc30a1,Zinc transporter 1,4,0.0,92887.7,0.0,0.0,125069.0,0.0,0.0,0.0,42769.6,0.0,110629.0,0.0,0.0,1898730.0,0.0
4074,G3UWV4_MOUSE,G3UWV4,G3UWV4,Brsk2,"Isoform of Q69Z98, Protein kinase domain-containing protein",2,0.0,92392.7,235290.0,0.0,320926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89925.0,555324.0,0.0
4075,COMD1_MOUSE,Q8K4M5,Q8K4M5;F7BCN0;F7BZY0;Q8VI86,Commd1,COMM domain-containing protein 1,2,0.0,92020.8,419356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,SPRE_MOUSE,Q64105,Q64105;G3UXX3;G3UZ79;Q91XH5,Spr,Sepiapterin reductase,11,0.0,91949.5,1780290.0,0.0,404382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4077,ADGB_MOUSE,G3UZ78,G3UZ78;A0A140LI36;D3YZ77;J3QMP3,Adgb,Androglobin,2,627124.0,91911.7,0.0,0.0,0.0,0.0,385639.0,997523.0,66045.5,0.0,0.0,507708.0,5540270.0,2325640.0,0.0
4078,SAMD8_MOUSE,Q9DA37,Q9DA37;Q3UH82,Samd8,Sphingomyelin synthase-related protein 1,2,0.0,91694.6,0.0,0.0,184952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4079,CLP1L_MOUSE,Q8BXA5,Q8BXA5,Clptm1l,Cleft lip and palate transmembrane protein 1-like protein,3,0.0,91605.4,0.0,0.0,159002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103657.0,0.0,0.0
4080,NJMU_MOUSE,Q9CYI0,Q9CYI0;J3KMQ6,MGI:1917841,Protein Njmu-R1,2,0.0,91584.1,114932.0,0.0,91630.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281159.0,0.0
4081,ANM3-2_MOUSE;ANM3_MOUSE,Q922H1;Q922H1-2,Q922H1;Q922H1-2,Prmt3,Protein arginine N-methyltransferase 3,2,0.0,91293.7,135142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882304.0,0.0
4082,RU1C_MOUSE,Q62241,Q62241;A0A3B2W450;A0A3B2WCR6,Snrpc,U1 small nuclear ribonucleoprotein C,2,0.0,91141.6,322039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223635.0,0.0,650152.0,931474.0,132461.0
4083,SMYD3_MOUSE,Q9CWR2,Q9CWR2;A0A0A6YWP2;D3YZ17,Smyd3,Histone-lysine N-methyltransferase SMYD3,3,0.0,91072.2,526711.0,0.0,236059.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104119.0,1787700.0,0.0
4084,PELO_MOUSE,Q80X73,Q80X73,Pelo,Protein pelota homolog,7,0.0,91009.4,1201000.0,0.0,214838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220520.0,0.0
4085,HDHD2_MOUSE,Q3UGR5,Q3UGR5,Hdhd2,Haloacid dehalogenase-like hydrolase domain-containing protein 2,2,0.0,90960.9,713698.0,0.0,181481.0,0.0,0.0,0.0,28469.2,0.0,62239.4,0.0,106403.0,1563000.0,91058.8
4086,AFTIN-2_MOUSE;AFTIN_MOUSE,Q80WT5;Q80WT5-2,Q80WT5;H3BJH7;Q80WT5-2,Aftph,Aftiphilin,15,0.0,90784.5,446098.0,0.0,112370.0,0.0,0.0,0.0,0.0,0.0,271061.0,0.0,398489.0,1008110.0,340726.0
4087,SRBS2-4_MOUSE,Q3UTJ2-4,Q3UTJ2;A0A0R4J1W0;A0A0R4J1X5;B7ZWM6;Q3UTJ2-3;Q3UTJ2-4,Sorbs2,"Isoform of Q3UTJ2, Isoform 4 of Sorbin and SH3 domain-containing protein 2",3,0.0,90747.4,0.0,0.0,146512.0,0.0,0.0,0.0,272254.0,0.0,30336.8,0.0,0.0,15250300.0,0.0
4088,E9PX52_MOUSE,E9PX52,E9PX52,Asap2,"Isoform of Q7SIG6, Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",4,0.0,90705.1,663413.0,0.0,329640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36681.3
4089,NUD10_MOUSE;NUD11_MOUSE,P0C027;P0C028,P0C027;P0C028,Nudt10;Nudt11,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,5,0.0,90660.6,1330530.0,0.0,197342.0,0.0,0.0,83199.8,0.0,0.0,33169.2,0.0,353745.0,0.0,65764.6
4090,CBPC1_MOUSE,Q641K1,Q641K1;E9PX07;E9PXA7;E9Q2R5;E9Q352;E9Q3T5;E9Q878;Q641K1-2;Q641K1-3;Q641K1-4;Q641K1-5;Q8C1R2,Agtpbp1,Cytosolic carboxypeptidase 1,9,0.0,90641.9,357468.0,0.0,228058.0,0.0,0.0,0.0,196374.0,0.0,136746.0,0.0,91000.8,1218050.0,280895.0
4091,S39AA_MOUSE,Q6P5F6,Q6P5F6,Slc39a10,Zinc transporter ZIP10,2,0.0,90390.0,0.0,0.0,137283.0,0.0,0.0,0.0,47613.9,0.0,0.0,0.0,0.0,1193230.0,0.0
4092,F8SLQ1_MOUSE,F8SLQ1,F8SLQ1,Pex5l,"Isoform of Q8C437, TPR_REGION domain-containing protein",1,0.0,90337.6,556772.0,0.0,126462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1197960.0,0.0
4093,D3YYR9_MOUSE;E9Q0W6_MOUSE;E9Q4K0_MOUSE,D3YYR9;E9Q0W6;E9Q4K0,D3YYR9;E9Q0W6;E9Q4K0,Ablim2,"Isoform of Q8BL65, AbLIM_anchor domain-containing protein (Fragment)",1,0.0,90324.1,0.0,0.0,130387.0,0.0,0.0,0.0,226511.0,0.0,0.0,0.0,191752.0,15223800.0,0.0
4094,ALG1_MOUSE,Q921Q3,Q921Q3,Alg1,Chitobiosyldiphosphodolichol beta-mannosyltransferase,1,0.0,90260.9,0.0,0.0,114948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4095,H33_MOUSE;H3C_MOUSE,P02301;P84244,P02301;P84244;E0CYN1;E0CYR7;E0CZ27;F8WI35,H3-3b;H3-5,Histone H3.3C,2,0.0,90258.8,0.0,0.0,0.0,0.0,0.0,80479.1,109424.0,59554.9,84931.5,0.0,0.0,1063870.0,67741.2
4096,HTRA1_MOUSE,Q9R118,Q9R118,Htra1,Serine protease HTRA1,7,0.0,90037.5,172911.0,0.0,108815.0,0.0,0.0,0.0,34314.0,0.0,0.0,0.0,0.0,3428350.0,0.0
4097,PRIO_MOUSE,P04925,P04925,Prnp,Major prion protein,8,0.0,90032.6,0.0,0.0,82764.7,0.0,0.0,0.0,230076.0,0.0,0.0,0.0,0.0,2837250.0,130315.0
4098,SNW1_MOUSE,Q9CSN1,Q9CSN1;A0A0B4J1E2,Snw1,SNW domain-containing protein 1,10,0.0,89835.6,402178.0,0.0,112602.0,0.0,0.0,0.0,122236.0,0.0,496432.0,0.0,752650.0,4321900.0,218073.0
4099,BNI3L_MOUSE,Q9Z2F7,Q9Z2F7;Q91Z78,Bnip3l,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,1,0.0,89636.7,0.0,0.0,187119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4100,N4BP1_MOUSE,Q6A037,Q6A037,N4bp1,NEDD4-binding protein 1,5,0.0,89597.5,575120.0,0.0,124807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94550.9
4101,CD5R2_MOUSE,O35926,O35926,Cdk5r2,Cyclin-dependent kinase 5 activator 2,1,0.0,89596.8,199833.0,0.0,136078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083920.0,0.0
4102,CUL9_MOUSE,Q80TT8,Q80TT8;E9QP09;Q80TT8-2;S4R1Y1,Cul9,Cullin-9,6,0.0,89594.9,239427.0,0.0,218962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114467.0,1705800.0,0.0
4103,ARRB1-2_MOUSE;ARRB1_MOUSE,Q8BWG8;Q8BWG8-2,Q8BWG8;E0CY53;E0CYB1;J3QNU6;Q8BWG8-2,Arrb1,Beta-arrestin-1,7,0.0,89257.9,828741.0,0.0,203237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1018820.0,0.0
4104,PSA3_MOUSE,O70435,O70435;E0CX62,Psma3,Proteasome subunit alpha type-3,3,44793.1,89101.7,224663.0,73439.5,121924.0,0.0,44737.0,0.0,0.0,0.0,0.0,64536.1,0.0,327405.0,93011.5
4105,TMOD1_MOUSE,P49813,P49813,Tmod1,Tropomodulin-1,20,0.0,88839.9,649935.0,0.0,203254.0,0.0,0.0,0.0,285006.0,0.0,0.0,0.0,202885.0,7501100.0,0.0
4106,GLO2-2_MOUSE;GLO2_MOUSE,Q99KB8;Q99KB8-2,Q99KB8;A0A0R4J052;E9PYA3;E9Q2H8;G5E8T9;Q99KB8-2,Hagh,"Hydroxyacylglutathione hydrolase, mitochondrial",6,0.0,88732.1,1957330.0,0.0,63968.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439041.0,0.0
4107,MLEC_MOUSE,Q6ZQI3,Q6ZQI3,Mlec,Malectin,2,0.0,88731.2,0.0,0.0,66612.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147864.0,903589.0,0.0
4108,NALCN_MOUSE,Q8BXR5,Q8BXR5;E9QLE4,Nalcn,Sodium leak channel non-selective protein,4,0.0,88710.3,0.0,0.0,195922.0,0.0,0.0,0.0,88983.2,0.0,0.0,0.0,64985.1,689026.0,0.0
4109,RM53_MOUSE,Q9D1H8,Q9D1H8,Mrpl53,"39S ribosomal protein L53, mitochondrial",3,0.0,88660.3,390994.0,0.0,173547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289970.0,0.0
4110,EIF3M_MOUSE,Q99JX4,Q99JX4;A2A701;A2A702,Eif3m,Eukaryotic translation initiation factor 3 subunit M,7,0.0,88606.7,1397290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,RT17_MOUSE,Q9CQE3,Q9CQE3;D3YWF8;D3Z198,Mrps17,"28S ribosomal protein S17, mitochondrial",1,0.0,88482.0,270422.0,0.0,217807.0,0.0,0.0,0.0,44572.1,0.0,106846.0,0.0,185354.0,1044990.0,58249.1
4112,TCAF1-2_MOUSE;TCAF1_MOUSE,Q8BNE1;Q8BNE1-2,Q8BNE1;Q8BNE1-2;Q8BNE1-3,Tcaf1,TRPM8 channel-associated factor 1,11,0.0,88374.7,430185.0,0.0,205399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72181.1,554167.0,0.0
4113,STOX2_MOUSE,Q499E5,Q499E5;A0A1D5RMH0;Q499E5-2;Q499E5-3,Stox2,Storkhead-box protein 2,3,0.0,88322.5,437324.0,0.0,161315.0,0.0,0.0,0.0,79247.6,0.0,0.0,0.0,108197.0,1537270.0,0.0
4114,K1841_MOUSE,Q68FF0,Q68FF0;M0QWF3;Q68FF0-2;Z4YM60,Kiaa1841,Uncharacterized protein KIAA1841,10,0.0,87941.8,0.0,0.0,93217.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89808.6,2108250.0,0.0
4115,EPHB2-2_MOUSE;EPHB2-4_MOUSE;EPHB2_MOUSE,P54763;P54763-2;P54763-4,P54763;Q8CBF3;P54763-2;P54763-4,Ephb2,Ephrin type-B receptor 2,1,0.0,87906.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437911.0,0.0
4116,SMG5_MOUSE,Q6ZPY2,Q6ZPY2;A0A0A6YWQ7;Q6ZPY2-2,Smg5,Protein SMG5,2,0.0,87798.1,221253.0,0.0,141451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971741.0,0.0
4117,RNF31-2_MOUSE;RNF31_MOUSE,Q924T7;Q924T7-2,Q924T7;F6XVP7;Q924T7-2,Rnf31,E3 ubiquitin-protein ligase RNF31,4,0.0,87340.8,276837.0,0.0,170214.0,0.0,0.0,0.0,0.0,0.0,81897.5,0.0,0.0,1004140.0,59935.2
4118,WWC2_MOUSE,Q6NXJ0,Q6NXJ0,Wwc2,Protein WWC2,3,0.0,87127.0,118847.0,0.0,64774.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505550.0,0.0
4119,TM9S2_MOUSE,P58021,P58021,Tm9sf2,Transmembrane 9 superfamily member 2,2,0.0,87076.8,0.0,0.0,258127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590280.0,0.0
4120,REPS2_MOUSE,Q80XA6,Q80XA6;A2AFI8;B9EI38,Reps2,RalBP1-associated Eps domain-containing protein 2,11,0.0,86926.7,1042220.0,0.0,230980.0,0.0,0.0,0.0,0.0,0.0,92180.0,0.0,166853.0,1364200.0,123537.0
4121,Q0VF55_MOUSE,Q0VF55,Q0VF55,Atp2b3,Calcium-transporting ATPase,1,0.0,86853.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1152650.0,0.0
4122,RT14_MOUSE,Q9CR88,Q9CR88;D3Z2K2,Mrps14,"28S ribosomal protein S14, mitochondrial",2,0.0,86619.4,404619.0,0.0,250919.0,0.0,0.0,0.0,0.0,0.0,210147.0,0.0,455166.0,685967.0,26575.7
4123,CE350_MOUSE,E9Q309,E9Q309,Cep350,Centrosome-associated protein 350,2,0.0,86600.8,0.0,0.0,60498.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305182.0,0.0
4124,RBM4B_MOUSE,Q8VE92,Q8C7Q4;Q8VE92;A0A494B9C0;A0A494B9W4;A0A494BAP6;A0A494BB78;F6TBN8;F7BGR7;Q5CZX8;Q8C7Q4-2;S4R1A6,Rbm4b,RNA-binding protein 4B,10,0.0,86593.4,646290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59734.1,0.0,117297.0,1406230.0,0.0
4125,FCHO1_MOUSE,Q8K285,Q8K285,Fcho1,F-BAR domain only protein 1,2,0.0,86517.7,328713.0,0.0,58327.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4126,FCSK-2_MOUSE;FCSK_MOUSE,Q7TMC8;Q7TMC8-2,Q7TMC8;A0A1D5RMI1;Q7TMC8-2,Fcsk,L-fucose kinase,8,0.0,86465.5,636306.0,0.0,90521.3,0.0,0.0,42760.7,0.0,0.0,0.0,0.0,152110.0,1094190.0,0.0
4127,HUTH_MOUSE,P35492,P35492,Hal,Histidine ammonia-lyase,6,126343.0,86335.9,0.0,311477.0,254040.0,0.0,74206.4,0.0,0.0,0.0,113653.0,130876.0,0.0,0.0,582448.0
4128,ARGAL-2_MOUSE;ARGAL-3_MOUSE;ARGAL-4_MOUSE;ARGAL-5_MOUSE;ARGAL_MOUSE,A2AWP8;A2AWP8-2;A2AWP8-3;A2AWP8-4;A2AWP8-5,A2AWP8;A2AWP6;A2AWP8-2;A2AWP8-3;A2AWP8-4;A2AWP8-5,Arhgef10l,Rho guanine nucleotide exchange factor 10-like protein,3,0.0,86060.4,170606.0,0.0,131036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55597.4,231221.0,0.0
4129,TEX10_MOUSE,Q3URQ0,Q3URQ0,Tex10,Testis-expressed protein 10,4,0.0,85955.8,256082.0,0.0,84666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4130,MRTFA-2_MOUSE;MRTFA_MOUSE,Q8K4J6;Q8K4J6-2,Q8K4J6;A0A5F8MQ33;D3YUG5;D3YUI2;Q8K4J6-2,Mrtfa,Myocardin-related transcription factor A,3,0.0,85905.4,140530.0,0.0,152924.0,0.0,0.0,0.0,35102.6,0.0,0.0,0.0,69896.6,1269000.0,0.0
4131,TMCC3_MOUSE,Q8R310,Q8R310;Q8R310-2,Tmcc3,Transmembrane and coiled-coil domain protein 3,5,0.0,85842.1,0.0,0.0,130434.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2094530.0,0.0
4132,PGS1_MOUSE,P28653,P28653,Bgn,Biglycan,5,181756.0,85715.6,219203.0,0.0,116510.0,0.0,0.0,236601.0,174967.0,111926.0,420989.0,0.0,282773.0,4795400.0,267188.0
4133,ATX1_MOUSE,P54254,P54254;J3QPR1,Atxn1,Ataxin-1,5,0.0,85339.0,277667.0,0.0,121378.0,0.0,0.0,174279.0,0.0,0.0,180339.0,0.0,328929.0,1687070.0,117233.0
4134,PACN3_MOUSE,Q99JB8,Q99JB8,Pacsin3,Protein kinase C and casein kinase II substrate protein 3,6,0.0,85036.6,0.0,0.0,97603.8,0.0,0.0,0.0,55654.7,0.0,0.0,0.0,0.0,1650960.0,0.0
4135,SYSM_MOUSE,Q9JJL8,Q9JJL8,Sars2,"Serine--tRNA ligase, mitochondrial",3,0.0,84817.2,286669.0,0.0,152651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467017.0,0.0
4136,FBX21-2_MOUSE;FBX21_MOUSE,Q8VDH1;Q8VDH1-2,Q8VDH1;A0A0J9YU92;Q8VDH1-2,Fbxo21,F-box only protein 21,4,0.0,84421.7,456952.0,0.0,153677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,RMND1_MOUSE,Q8CI78,Q8CI78,Rmnd1,Required for meiotic nuclear division protein 1 homolog,1,0.0,84416.6,0.0,0.0,113778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4138,RT15_MOUSE,Q9DC71,Q9DC71,Mrps15,"28S ribosomal protein S15, mitochondrial",1,0.0,84276.5,127883.0,0.0,125490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26544.8
4139,UBXN1_MOUSE,Q922Y1,Q922Y1;A0A498WFS2,Ubxn1,UBX domain-containing protein 1,4,0.0,83889.0,821770.0,0.0,0.0,0.0,0.0,63301.8,54468.5,0.0,0.0,0.0,253940.0,896808.0,84369.0
4140,LBR_MOUSE,Q3U9G9,Q3U9G9,Lbr,Delta(14)-sterol reductase LBR,7,0.0,83839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4456680.0,0.0
4141,KCC1B_MOUSE,Q9QYK9,Q9QYK9;A2ALM3,Pnck,Calcium/calmodulin-dependent protein kinase type 1B,6,0.0,83768.7,420967.0,0.0,250738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69161.6,1041420.0,0.0
4142,NKRF_MOUSE,Q8BY02,Q8BY02;A0A668KL68,Nkrf,NF-kappa-B-repressing factor,3,0.0,83686.4,347867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156312.0,1423780.0,0.0
4143,S22AN_MOUSE,Q3UHH2,Q3UHH2;F7AWS1;F7BP73,Slc22a23,Solute carrier family 22 member 23,1,0.0,83532.5,0.0,0.0,80029.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42819.9,590429.0,0.0
4144,CD81_MOUSE,P35762,P35762;A0A140LJL0,Cd81,CD81 antigen,2,0.0,83500.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2526430.0,0.0
4145,A0A1L1SUI3_MOUSE;Q9D1F9_MOUSE,A0A1L1SUI3;Q9D1F9,A0A1L1SUI3;Q9D1F9,Slc37a4,MFS domain-containing protein,1,0.0,83298.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4146,RGS10_MOUSE,Q9CQE5,Q9CQE5;A0A0U1RPU5;D3Z1B6,Rgs10,Regulator of G-protein signaling 10,5,0.0,82964.4,481493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4147,EST1A_MOUSE,P61406,P61406;B1ARG9,Smg6,Telomerase-binding protein EST1A,2,0.0,82790.0,406911.0,0.0,122966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081250.0,0.0
4148,HCN4_MOUSE,O70507,O70507;B2RY58,Hcn4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,3,0.0,82369.3,0.0,0.0,163153.0,0.0,0.0,0.0,104018.0,0.0,0.0,0.0,61808.3,1449630.0,0.0
